Fecha;Region Hidrologica;Nombre Embalse;Volumen Útil Diario Mm3;Volumen Útil Diario Energía kWh;Volumen Útil Díario %;Volumen Mm3;Volumen Energía kWh;Volumen %
24/02/2016;ORIENTE;ESMERALDA;213.350;415584500.000;0.363;236.650;460970500.000;0.387
24/02/2016;ORIENTE;GUAVIO;291.034;787683500.000;0.375;309.704;838213900.000;0.390
24/02/2016;VALLE;ALTOANCHICAYA;9.390;11575100.000;0.342;16.250;20031400.000;0.473
24/02/2016;VALLE;CALIMA1;59.880;31125600.000;0.143;158.850;82570200.000;0.308
24/02/2016;VALLE;SALVAJINA;233.040;64272400.000;0.334;325.310;89720500.000;0.412
25/02/2016;ANTIOQUIA;AMANI;175.700;98058200.000;0.398;225.620;125918500.000;0.459
25/02/2016;ANTIOQUIA;MIRAFLORES;42.837;135523400.000;0.444;48.477;153366700.000;0.474
25/02/2016;ANTIOQUIA;PENOL;568.900;2323160000.000;0.567;637.370;2602764100.000;0.595
25/02/2016;ANTIOQUIA;PLAYAS;29.168;56959300.000;0.593;49.688;97030700.000;0.712
25/02/2016;ANTIOQUIA;PORCE II;42.386;62451500.000;0.445;89.836;132364400.000;0.630
25/02/2016;ANTIOQUIA;PORCE III;44.331;37854200.000;0.350;73.641;62882000.000;0.472
25/02/2016;ANTIOQUIA;PUNCHINA;32.800;49833000.000;0.678;41.000;62291300.000;0.725
25/02/2016;ANTIOQUIA;RIOGRANDE2;32.488;117934700.000;0.237;81.298;295119900.000;0.437
25/02/2016;ANTIOQUIA;SAN LORENZO;87.880;232302000.000;0.523;109.400;289188000.000;0.577
25/02/2016;ANTIOQUIA;TRONERAS;6.336;20045200.000;0.318;15.316;48455200.000;0.530
25/02/2016;CARIBE;URRA1;683.360;85010000.000;0.554;1020.110;126901700.000;0.650
25/02/2016;CENTRO;AGREGADO BOGOTA;388.070;1786519100.000;0.447;388.070;1786519100.000;0.447
25/02/2016;CENTRO;BETANIA;478.890;82943700.000;0.633;922.960;159856700.000;0.769
25/02/2016;CENTRO;EL QUIMBO;959.700;452114700.000;0.407;1405.140;661961500.000;0.501
25/02/2016;CENTRO;MUNA;3.576;16462500.000;0.294;3.946;18165800.000;0.315
25/02/2016;CENTRO;PRADO;41.570;5674300.000;0.099;371.590;50722000.000;0.495
25/02/2016;CENTRO;TOPOCORO;787.860;285520500.000;0.289;1366.390;495179700.000;0.414
25/02/2016;ORIENTE;CHUZA;123.686;569400900.000;0.561;134.196;617784700.000;0.581
25/02/2016;ORIENTE;ESMERALDA;206.160;401579100.000;0.351;229.460;446965100.000;0.376
25/02/2016;ORIENTE;GUAVIO;287.119;777087600.000;0.370;305.789;827617900.000;0.385
25/02/2016;VALLE;ALTOANCHICAYA;6.870;8468600.000;0.250;13.730;16925000.000;0.400
25/02/2016;VALLE;CALIMA1;59.220;30782600.000;0.142;158.190;82227200.000;0.306
25/02/2016;VALLE;SALVAJINA;232.120;64018700.000;0.333;324.390;89466800.000;0.411
26/02/2016;ANTIOQUIA;AMANI;165.170;92181400.000;0.374;215.090;120041700.000;0.438
26/02/2016;ANTIOQUIA;MIRAFLORES;42.322;133894100.000;0.438;47.962;151737400.000;0.469
26/02/2016;ANTIOQUIA;PENOL;569.719;2326504500.000;0.568;638.189;2606108600.000;0.595
26/02/2016;ANTIOQUIA;PLAYAS;34.848;68051200.000;0.708;55.368;108122600.000;0.794
26/02/2016;ANTIOQUIA;PORCE II;32.728;48221400.000;0.344;80.178;118134300.000;0.562
26/02/2016;ANTIOQUIA;PORCE III;61.080;52156200.000;0.483;90.390;77184000.000;0.580
26/02/2016;ANTIOQUIA;PUNCHINA;34.640;52628600.000;0.716;42.840;65086800.000;0.757
26/02/2016;ANTIOQUIA;RIOGRANDE2;30.469;110605500.000;0.222;79.279;287790700.000;0.427
26/02/2016;ANTIOQUIA;SAN LORENZO;83.920;221834100.000;0.500;105.440;278720100.000;0.556
26/02/2016;ANTIOQUIA;TRONERAS;4.977;15745700.000;0.250;13.957;44155800.000;0.483
26/02/2016;CARIBE;URRA1;674.070;83854300.000;0.546;1010.820;125746000.000;0.644
26/02/2016;CENTRO;AGREGADO BOGOTA;387.059;1781864800.000;0.446;387.059;1781864800.000;0.446
26/02/2016;CENTRO;BETANIA;462.140;80042600.000;0.611;906.210;156955600.000;0.755
26/02/2016;CENTRO;EL QUIMBO;954.480;449655500.000;0.404;1399.920;659502300.000;0.499
26/02/2016;CENTRO;MUNA;4.603;21190400.000;0.378;4.973;22893700.000;0.397
26/02/2016;CENTRO;PRADO;41.860;5713900.000;0.100;371.880;50761600.000;0.495
26/02/2016;CENTRO;TOPOCORO;765.450;277399100.000;0.281;1343.980;487058400.000;0.407
26/02/2016;ORIENTE;CHUZA;123.866;570229500.000;0.562;134.376;618613400.000;0.582
26/02/2016;ORIENTE;ESMERALDA;204.570;398481900.000;0.348;227.870;443868000.000;0.373
26/02/2016;ORIENTE;GUAVIO;281.058;760683500.000;0.362;299.728;811213800.000;0.377
26/02/2016;VALLE;ALTOANCHICAYA;7.090;8739800.000;0.258;13.950;17196200.000;0.406
26/02/2016;VALLE;CALIMA1;58.570;30444700.000;0.140;157.540;81889300.000;0.305
26/02/2016;VALLE;SALVAJINA;232.250;64054600.000;0.333;324.520;89502600.000;0.411
27/02/2016;ANTIOQUIA;AMANI;158.800;88626300.000;0.360;208.720;116486600.000;0.425
27/02/2016;ANTIOQUIA;MIRAFLORES;41.809;132271100.000;0.433;47.449;150114400.000;0.464
27/02/2016;ANTIOQUIA;PENOL;571.000;2331735600.000;0.569;639.470;2611339700.000;0.597
27/02/2016;ANTIOQUIA;PLAYAS;39.426;76991100.000;0.801;59.946;117062500.000;0.860
27/02/2016;ANTIOQUIA;PORCE II;37.607;55410200.000;0.395;85.057;125323000.000;0.596
27/02/2016;ANTIOQUIA;PORCE III;51.011;43558300.000;0.403;80.321;68586100.000;0.515
27/02/2016;ANTIOQUIA;PUNCHINA;18.640;28319800.000;0.385;26.840;40778000.000;0.474
27/02/2016;ANTIOQUIA;RIOGRANDE2;30.205;109647200.000;0.220;79.015;286832400.000;0.425
27/02/2016;ANTIOQUIA;SAN LORENZO;81.210;214670500.000;0.483;102.730;271556500.000;0.542
27/02/2016;ANTIOQUIA;TRONERAS;6.031;19080300.000;0.302;15.011;47490300.000;0.519
27/02/2016;CARIBE;URRA1;664.290;82637700.000;0.538;1001.040;124529400.000;0.637
27/02/2016;CENTRO;AGREGADO BOGOTA;386.312;1778425900.000;0.445;386.312;1778425900.000;0.445
27/02/2016;CENTRO;BETANIA;461.670;79961200.000;0.611;905.740;156874200.000;0.755
27/02/2016;CENTRO;EL QUIMBO;965.020;454620900.000;0.409;1410.460;664467700.000;0.503
27/02/2016;CENTRO;MUNA;4.697;21623100.000;0.386;5.067;23326400.000;0.404
27/02/2016;CENTRO;PRADO;43.260;5905000.000;0.103;373.280;50952700.000;0.497
27/02/2016;CENTRO;TOPOCORO;765.450;277399100.000;0.281;1343.980;487058400.000;0.407
27/02/2016;ORIENTE;CHUZA;123.911;570436700.000;0.562;134.421;618820500.000;0.582
27/02/2016;ORIENTE;ESMERALDA;205.540;400371400.000;0.350;228.840;445757400.000;0.375
27/02/2016;ORIENTE;GUAVIO;276.590;748590800.000;0.357;295.260;799121200.000;0.372
27/02/2016;VALLE;ALTOANCHICAYA;6.170;7605800.000;0.225;13.030;16062100.000;0.380
27/02/2016;VALLE;CALIMA1;57.810;30049600.000;0.139;156.780;81494200.000;0.304
27/02/2016;VALLE;SALVAJINA;232.250;64054600.000;0.333;324.520;89502600.000;0.411
28/02/2016;ANTIOQUIA;AMANI;153.480;85657200.000;0.348;203.400;113517500.000;0.414
28/02/2016;ANTIOQUIA;MIRAFLORES;41.253;130512100.000;0.427;46.893;148355400.000;0.459
28/02/2016;ANTIOQUIA;PENOL;571.644;2334365400.000;0.570;640.114;2613969500.000;0.597
28/02/2016;ANTIOQUIA;PLAYAS;33.270;64969700.000;0.676;53.790;105041100.000;0.771
28/02/2016;ANTIOQUIA;PORCE II;41.031;60455100.000;0.431;88.481;130367900.000;0.620
28/02/2016;ANTIOQUIA;PORCE III;40.433;34525700.000;0.319;69.743;59553500.000;0.447
28/02/2016;ANTIOQUIA;PUNCHINA;29.450;44743400.000;0.609;37.650;57201600.000;0.665
28/02/2016;ANTIOQUIA;RIOGRANDE2;29.721;107890200.000;0.217;78.531;285075400.000;0.423
28/02/2016;ANTIOQUIA;SAN LORENZO;78.330;207057500.000;0.466;99.850;263943500.000;0.527
28/02/2016;ANTIOQUIA;TRONERAS;6.781;21453000.000;0.340;15.761;49863100.000;0.545
28/02/2016;CARIBE;URRA1;656.290;81642500.000;0.532;993.040;123534200.000;0.632
28/02/2016;CENTRO;AGREGADO BOGOTA;385.303;1773780900.000;0.444;385.303;1773780900.000;0.444
28/02/2016;CENTRO;BETANIA;451.750;78243100.000;0.598;895.820;155156000.000;0.746
28/02/2016;CENTRO;EL QUIMBO;966.610;455370000.000;0.410;1412.050;665216800.000;0.503
28/02/2016;CENTRO;MUNA;4.650;21406700.000;0.382;5.020;23110100.000;0.400
28/02/2016;CENTRO;PRADO;42.140;5752100.000;0.100;372.160;50799800.000;0.496
28/02/2016;CENTRO;TOPOCORO;758.500;274880400.000;0.279;1337.030;484539700.000;0.405
28/02/2016;ORIENTE;CHUZA;123.957;570648400.000;0.562;134.467;619032300.000;0.582
28/02/2016;ORIENTE;ESMERALDA;205.540;400371400.000;0.350;228.840;445757400.000;0.375
28/02/2016;ORIENTE;GUAVIO;270.775;732852500.000;0.349;289.445;783382900.000;0.365
28/02/2016;VALLE;ALTOANCHICAYA;5.630;6940100.000;0.205;12.490;15396400.000;0.364
28/02/2016;VALLE;CALIMA1;57.380;29826100.000;0.137;156.350;81270700.000;0.303
28/02/2016;VALLE;SALVAJINA;232.250;64054600.000;0.333;324.520;89502600.000;0.411
29/02/2016;ANTIOQUIA;AMANI;145.870;81410000.000;0.330;195.790;109270400.000;0.399
29/02/2016;ANTIOQUIA;MIRAFLORES;40.792;129053700.000;0.422;46.432;146896900.000;0.454
29/02/2016;ANTIOQUIA;PENOL;572.300;2337044300.000;0.570;640.770;2616648400.000;0.598
29/02/2016;ANTIOQUIA;PLAYAS;37.876;73964300.000;0.770;58.396;114035700.000;0.837
29/02/2016;ANTIOQUIA;PORCE II;29.515;43487400.000;0.310;76.965;113400200.000;0.539
29/02/2016;ANTIOQUIA;PORCE III;56.377;48140300.000;0.445;85.687;73168100.000;0.550
29/02/2016;ANTIOQUIA;PUNCHINA;14.130;21467700.000;0.292;22.330;33926000.000;0.395
29/02/2016;ANTIOQUIA;RIOGRANDE2;28.325;102822600.000;0.207;77.135;280007800.000;0.415
29/02/2016;ANTIOQUIA;SAN LORENZO;75.630;199920300.000;0.450;97.150;256806300.000;0.513
29/02/2016;ANTIOQUIA;TRONERAS;6.422;20317300.000;0.322;15.402;48727300.000;0.533
29/02/2016;CARIBE;URRA1;645.890;80348700.000;0.524;982.640;122240400.000;0.626
29/02/2016;CENTRO;AGREGADO BOGOTA;384.244;1768905700.000;0.443;384.244;1768905700.000;0.443
29/02/2016;CENTRO;BETANIA;437.260;75733400.000;0.578;881.330;152646400.000;0.734
29/02/2016;CENTRO;EL QUIMBO;962.890;453617500.000;0.408;1408.330;663464300.000;0.502
29/02/2016;CENTRO;MUNA;4.463;20545900.000;0.367;4.833;22249200.000;0.385
29/02/2016;CENTRO;PRADO;40.730;5559600.000;0.097;370.750;50607400.000;0.494
29/02/2016;CENTRO;TOPOCORO;748.070;271100600.000;0.275;1326.600;480759800.000;0.402
29/02/2016;ORIENTE;CHUZA;124.002;570855600.000;0.563;134.512;619239400.000;0.583
29/02/2016;ORIENTE;ESMERALDA;205.470;400235000.000;0.350;228.770;445621100.000;0.374
29/02/2016;ORIENTE;GUAVIO;265.630;718927600.000;0.343;284.300;769458000.000;0.358
29/02/2016;VALLE;ALTOANCHICAYA;4.590;5658100.000;0.167;11.450;14114400.000;0.334
29/02/2016;VALLE;CALIMA1;56.840;29545400.000;0.136;155.810;80990000.000;0.302
29/02/2016;VALLE;SALVAJINA;231.720;63908400.000;0.333;323.990;89356400.000;0.411
